entityID	wikidataID	label
27343	Q15076	Perquenco
27344	Q41278	Ulsan
27345	Q84133467	Maps of Iraqi Kurdistan
27346	Q1851066	geography of Gujarat
27347	Q746524	Moldoveanu Peak
27348	Q11732341	Koneraw
27349	Q170467	Philip V of Spain
27350	Q1211183	Shigatse
27351	Q4587	Sierra Leonean leone
27352	Q48192	International Coffee Organization
27353	Q7087863	Paraguayan people
27354	Q3033588	Toposa
27355	Q170454	Agartala
27356	Q1172940	Malta Majjistral
27357	Q29032770	Félix Tshisekedi
27358	Q1360686	Portuguese-speaking African countries
27359	Q8328528	Burials in Brazil
27360	Q189663	Olympic Stadium
27361	Q55442079	Frankrik/wi
27362	Q6683546	Losengo language
27363	Q2679127	Couva-Tabaquite-Talparo Regional Corporation
27364	Q388318	Lahij Governorate
27365	Q816013	Gibraltar Anthem
27366	Q4206513	Kabalaka
27367	Q14906468	Embassy of Japan, Bonn
27368	Q7375053	Royal coat of arms of Great Britain
27369	Q1411579	Turkey
27370	Q84074081	Maps of Babylon
27371	Q18343036	Kioko
27372	Q152381	Mohamed Nasheed
27373	Q3913946	Shiki
27374	Q11926474	Ikwo
27375	Q35651	Kantosi
27376	Q768502	history of Mongolia
27377	Q10996863	City and County of Swansea
27378	Q514001	Neuendorf-Sachsenbande
27379	Q23540	Protestantism
27380	Q8607468	Maps of Romania
27381	Q868261	Black Monday
27382	Q7414178	Dutch East Indies
27383	Q4172847	Filipino people
27384	Q57289	Toomas Hendrik Ilves
27385	Q1002247	Podlehnik Municipality
27386	Q9738	Wu Zetian
27387	Q12953225	Tugun
27388	Q1288169	Slovenian Parliament
27389	Q6909694	Polish–Lithuanian Commonwealth
27390	Q14568095	Superior Court of Justice
27391	Q2478141	aristocrat
27392	Q5677950	Haryana Legislative Assembly
27393	Q7071227	Nyole language
27394	Q11302861	Angola
27395	Q79952	Aguascalientes
27396	Q26809214	Северная зона
27397	Q6430079	São Filipe
27398	Q7042522	Nkami
27399	Q8082569	Births in the Faroe Islands
27400	Q528953	Capital Governorate
27401	Q1640286	peso argentino
27402	Q1367145	Chechen naxar
27403	Q35678	Benjamin Harrison
27404	Q2157421	Malfaxal
27405	Q186466	Almaty Region
27406	Q673895	Zayse-Zergulla
27407	Q2567507	Arno
27408	Q2386422	Constitution of Brazil
27409	Q6891059	Liberia
27410	Q6966574	Nasal
27411	Q1088364	Battle of the Lys
27412	Q112099	island nation
27413	Q32056	Badakhshan
27414	Q7310072	Iraqi Kurdistan
27415	Q713034	Central Bank of Manchou
27416	Q31965580	Décès au Pendjab indien
27417	Q281833	Taira no Kiyomori
27418	Q4216968	Jakun
27419	Q697589	Okinawa Islands
27420	Q8076424	Births in Uganda
27421	Q3817714	Enugu State
27422	Q24030720	Martín Vizcarra
27423	Q3325052	Mota
27424	Q14563947	Landesarchiv
27425	Q335290	Azerbaijan Tower
27426	Q4897329	Betaf
27427	Q15904338	山西承宣布政使司
27428	Q52418	Attack on Pearl Harbor
27429	Q4670715	Abu’ Arapesh language
27430	Q577609	emblem of the Kazakh Soviet Socialist Republic
27431	Q3196845	Kimaragang
27432	Q4136835	Coats of arms of the Tuvan People's Republic
27433	Q7030718	Indonesian people
27434	Q6450460	Kwinsu
27435	Q1012971	Lahaina
27436	Q2060023	Jabutí
27437	Q187753	Győr-Moson-Sopron County
27438	Q8508468	Government of Argentina
27439	Q10576387	Mangerr
27440	Q165008	German New Guinea
27441	Q2756999	František Udržal
27442	Q71945	Casandrino
27443	Q25401250	Reichsadler of the Weimar Republic
27444	Q166350	My Belarusy
27445	Q8583453	Later Jin (Five Dynasties)
27446	Q219072	Malanje Province
27447	Q6444696	Kunimaipa
27448	Q2640686	Batak Angkola
27449	Q5094693	Pu Lalthanhawla
27450	Q10883106	Jingdong Circuit
27451	Q5589761	governorate of the Spanish Empire
27452	Q34899	Bakwé
27453	Q216981	geography of Austria
27454	Q268984	president of Croatia
27455	Q1352230	Territory of the United States
27456	Q11198	Federation of Bosnia and Herzegovina
27457	Q3404034	Современа Шпанија
27458	Q7029943	Bruneian people
27459	Q499465	Mtwara Region
27460	Q35101	Bunak
27461	Q208270	Federally Administered Tribal Areas
27462	Q3192799	Kao
27463	Q5865014	history of Ivory Coast
27464	Q25648880	198
27465	Q1156372	Da Afghanistan Bank
27466	Q2405552	Ulwa
27467	Q4764288	Anguthimri language
27468	Q863721	Tunia
27469	Q1046329	Nugal
27470	Q3509732	ǁXegwi language
27471	Q3914920	Yala
27472	Q13351	Innu-aimun
27473	Q10867404	Sabah Malay
27474	Q684411	Armenian mythology
27475	Q9224159	Československo-polský spor o Oravu a Spiš
27476	Q11004988	Mbwela
27477	Q9314	Scottish Gaelic
27478	Q193027	Mawlid Un-Nabi4
27479	Q34243	Yonaguni
27480	Q1156471	Al Khor
27481	Q20923297	United Kingdom of Great Britain and Ireland
27482	Q1991779	Southern Altai
27483	Q188933	Kabul
27484	Q134386	Kurdistan Province
27485	Q399063	Choiseul Province
27486	Q293599	Abbas ibn Abd al-Muttalib
27487	Q1992716	Kratovo Municipality
27488	Q595634	Croatian dinar
27489	Q20711	Galice
27490	Q1573424	Assembly of the Union of the Comoros
27491	Q2299665	French Indian rupee
27492	Q20210553	South Tairora
27493	Q1130620	Lithuanian talonas
27494	Q5018037	Caka
27495	Q2859361	Iranian Arabs
27496	Q36296	Pinji
27497	Q9292705	history of Poland from 1572 to 1697
27498	Q8489216	German East Africa
27499	Q36318	Palor
27500	Q48565467	Phupa language
27501	Q1267849	Indo-Aryan peoples
27502	Q369778	Hadramaut
27503	Q27131827	Meshicó
27504	Q52925	Charles XV of Sweden
27505	Q7166294	Bagan
27506	Q56917671	President of the Council of Ministers of the Russian SFSR
27507	Q8365615	Deaths in Poland
27508	Q3450761	Finongan
27509	Q79198	flag of Vatican City
27510	Q639421	Pondicherry
27511	Q2333371	Prime Minister of Kyrgyzstan
27512	Q5599944	Great Seal of the Irish Free State
27513	Q233632	Tlemcen Province
27514	Q184351	Yitzhak Shamir
27515	Q76077	Tajik Autonomous Soviet Socialist Republic
27516	Q62603022	Angkamuthi
27517	Q3476951	Sebkha Tah
27518	Q3333555	General Assembly of the Ottoman Empire
27519	Q182268	Land of Hope and Glory
27520	Q2308277	Sveti Nikole Municipality
27521	Q84065872	Maps of Nagaland
27522	Q1995679	flag of Kuban
27523	Q6386414	Kelon
27524	Q18985034	President of Zambia
27525	Q4817650	Austrian Parliament
27526	Q2960554	Charles de Chambes
27527	Q2379189	South West Delhi district
27528	Q165822	flag of Namibia
27529	Q15950306	姜齐
27530	Q7104095	Vichy France
27531	Q535086	Ibero-American Summit
27532	Q58268	Istria County
27533	Q389737	Tanga Region
27534	Q37110	pharaoh
27535	Q2414453	Sarawak dollar
27536	Q19359109	Films shot in Telangana
27537	Q16794373	Quba Khanate
27538	Q17480804	Умершие в Бихаре
27539	Q281184	Ali Laarayedh
27540	Q9648	Falkland Islands
27541	Q6798025	Deaths in Lebanon
27542	Q550021	Canton of Wiltz
27543	Q2088022	Novaci Municipality
27544	Q18366588	Moldavia
27545	Q3913297	Kanufi
27546	Q6378899	Kaurna
27547	Q56666	Yakkha language
27548	Q1657225	Alexandretta Sanjak
27549	Q366104	Adone Zoli
27550	Q7482563	Deaths in Peru
27551	Q27431369	Eastern Qiandong language
27552	Q440824	Arayik Harutyunyan
27553	Q473741	foreigner
27554	Q2524022	Garawa language
27555	Q62396915	Prime Minister of Liechtenstein
27556	Q48160	flag of Germany
27557	Q8366406	Deaths in Argentina
27558	Q140083	Marlborough District
27559	Q242263	Gabès Governorate
27560	Q260037	Alfred Gusenbauer
27561	Q962410	Trowulan
27562	Q867541	1911 Encyclopædia Britannica
27563	Q121688	flag of Spain
27564	Q483672	Ali Abdullah Saleh
27565	Q55442118	Norwäägen/wi
27566	Q7513808	Sikkim Legislative Assembly
27567	Q17523697	Bankal
27568	Q3915215	Iwam
27569	Q2827749	Ai-Cham
27570	Q34994	Angolar
27571	Q310536	Francesco I Sforza
27572	Q7081990	Okiato
27573	Q4997686	Bungu
27574	Q7148137	Jin dynasty (1115–1234)
27575	Q2660634	Dinefwr
27576	Q7130828	Ecuador
27577	Q8436	family
27578	Q184425	Pacific War
27579	Q33624	Itelmen
27580	Q485322	Kyzylorda Region
27581	Q27096345	राजस्थान
27582	Q103955	Gustav Stresemann
27583	Q244618	Phayao
27584	Q188759	representative democracy
27585	Q1792	Gdańsk
27586	Q391446	Šentilj Municipality
27587	Q2874650	Awa language
27588	Q19855977	河南省
27589	Q189560	Coat of arms of Switzerland
27590	Q36594	Northwest Gbaya
27591	Q2307326	Treaties of Rome
27592	Q145151	Monas, National Monument of Indonesia
27593	Q1815375	geography of Monaco
27594	Q999530	Tabor Municipality
27595	Q14931511	monarch of Canada
27596	Q3350036	Okinoerabu
27597	Q18379975	East Xwla language
27598	Q7959485	Wagawaga
27599	Q1430684	history of Malawi
27600	Q1992701	Gradsko Municipality
27601	Q579160	Europe
27602	Q307187	Abdul-Aziz bin Muhammad
27603	Q1194712	culture of North Korea
27604	Q1251933	Ruse Province
27605	Q2896850	Bira language
27606	Q42683	.vn
27607	Q10720045	Wikngenchera
27608	Q3007352	culture of Liberia
27609	Q32932	Bete
27610	Q3335011	Nadëb
27611	Q54880	Valencia
27612	Q1548600	Independence of Brazil
27613	Q10393	Bogor
27614	Q200350	Lori Region
27615	Q7881084	Umanakaina
27616	Q31573	Southern Ireland
27617	Q1797349	Navsari district
27618	Q9467203	First Austrian Republic
27619	Q2933	Asunción
27620	Q18385114	Central Grebo
27621	Q50927256	Buli
27622	Q42140	Jeonju
27623	Q8062566	Births in Mali
27624	Q8574250	Kingdom of Hawaii people
27625	Q17177542	Gaston Browne
27626	Q6150168	Austrian Empire
27627	Q13335079	Naissance dans l'empire d'Autriche
27628	Q193715	Coat of arms of San Marino
27629	Q11709	Lodi dynasty
27630	Q129821	Oireachtas
27631	Q863844	flag of the Azerbaijan Soviet Socialist Republic
27632	Q34831	Abron
27633	Q18514021	Yuwen
27634	Q334841	Nakhon Pathom
27635	Q912415	culture of Denmark
27636	Q170553	coat of arms of Andorra
27637	Q7450555	Sengele
27638	Q200124	Vayots Dzor Region
27639	Q1711587	Serhiy Arbuzov
27640	Q7082547	Okpe language
27641	Q1378312	Europlug
27642	Q27096278	चंडीगढ
27643	Q335492	Ratchaburi
27644	Q471204	Barend Biesheuvel
27645	Q1367160	Anthem of the Chechen Republic of Ichkeria
27646	Q1842040	Gheorghe Tătărescu
27647	Q8366514	Deaths in Ivory Coast
27648	Q5894480	Northern Cyprus
27649	Q26013	War of 1812
27650	Q1620277	Pedro de Sintra
27651	Q43745	Artvin Province
27652	Q7857204	Tuxináwa
27653	Q44255965	Башҡорт Хөкүмәте рәйесе
27654	Q927965	Guardamar del Segura
27655	Q10124431	Kesultanan Deli
27656	Q19363075	Films shot in Cornwall
27657	Q135356	Supreme Court of Iceland
27658	Q199960	history of Hungary
27659	Q3913331	Okpamheri
27660	Q41359161	Emirate of Afghanistan
27661	Q483180	Ordu Province
27662	Q35089	Boko
27663	Q3802786	Germany
27664	Q47837	Laayoune
27665	Q1258164	Assembly of North Macedonia
27666	Q6935584	Muna
27667	Q487704	Honolulu County
27668	Q5099289	Chimalapa Zoque
27669	Q3502273	Maslam
27670	Q7112745	outline of the Bahamas
27671	Q529921	Tangale
27672	Q3914936	Vadi language
27673	Q7969971	Warray language
27674	Q11110766	Kanyok
27675	Q851504	Battle of Vouille
27676	Q14830720	Midsummer's Day
27677	Q165376	Badakhshan
27678	Q242915	Costa Rican colón
27679	Q8801	History of Venezuela (1999–present)
27680	Q8253768	Faroe Islands
27681	Q333126	French Somaliland
27682	Q56870	Nishi
27683	Q5141571	Coinage of India
27684	Q11008655	Khana, Nigeria
27685	Q3450623	Bungain
27686	Q642379	history of Islam
27687	Q1053565	Rivière du Rempart District
27688	Q1197248	State Shinto
27689	Q3324598	Mortlockese
27690	Q12376089	Prime Minister of Thailand
27691	Q945790	History of Saint Kitts and Nevis
27692	Q36173	Niuafo'ou
27693	Q269678	Ancient Near East
27694	Q18241891	Metropolitan City of Naples
27695	Q223414	Octavian Goga
27696	Q751807	State Railways Administration of Uruguay
27697	Q208514	Knin
27698	Q7372898	Wessex
27699	Q36583	Seri
27700	Q6268840	Konkan division
27701	Q2821166	Abdelmadjid Tebboune
27702	Q15477148	East Sarajevo Region
27703	Q13583504	Amoltepec Mixtec
27704	Q6441852	Austria
27705	Q9196	Seti Zone
27706	Q2068190	Nambikwara language
27707	Q56271505	Provisional Government of the Republic of China (1912-1913)
27708	Q7522304	Films shot in Lithuania
27709	Q32755302	أشخاص من إيالة مصر
27710	Q83983465	Maps of Galatia
27711	Q56728	Isthmus Zapotec
27712	Q13294274	Shunga Empire
27713	Q590866	Tehran Province
27714	Q1435	Zagreb
27715	Q14913151	Senyoria de Montpeller
27716	Q43908	.ps
27717	Q748042	Irish Civil War
27718	Q3399642	Agarabi
27719	Q3913372	Tonjon
27720	Q56830	Ramopa
27721	Q8074520	Zorop language
27722	Q64	Berlin
27723	Q275112	Belize dollar
27724	Q974766	Yosef Sprinzak
27725	Q39889	.br
27726	Q84081663	Maps of Lagash
27727	Q3063517	Pááfang
27728	Q7646305	Surinam
27729	Q244804	Sükhbaatar Province
27730	Q23369	Arthur Fadden
27731	Q7687571	Tasmate
27732	Q318320	Joop den Uyl
27733	Q1890419	Manilla
27734	Q537740	Barima-Waini
27735	Q16869	Constantinople
27736	Q505728	National Anthem of El Salvador
27737	Q55018647	Chief Minister of Mizoram
27738	Q7482584	Deaths in Morocco
27739	Q11613	Harry S. Truman
27740	Q127264	Yamaguchi Prefecture
27741	Q1811114	Mount Gimie
27742	Q84025702	Maps of Odisha
27743	Q337295	Odvar Nordli
27744	Q1440737	Malagasy franc
27745	Q768409	Dombai-Ulgen
27746	Q207520	region of Japan
27747	Q84113522	Maps of Dominica
27748	Q22918391	Bibbulman
27749	Q146726	Zanjan Province
27750	Q200742	Himno Nacional Mexicano
27751	Q8067752	Родившиеся в Пенджабе (Индия)
27752	Q1947	Juba
27753	Q3248716	Bangladesh Standard Time
27754	Q15887	Laško Municipality
27755	Q56608	Hijazi Arabic
27756	Q7130825	El Salvador
27757	Q12817455	County of Nassau
27758	Q4164871	position
27759	Q1046381	Abancourt
27760	Q509155	Heiligenberg
27761	Q49667180	Duchy of Saint Sava
27762	Q160680	Belarusian ruble
27763	Q1541723	Lippe
27764	Q16056529	outline of Namibia
27765	Q56261	Sarua
27766	Q913429	Atil
27767	Q84086823	Maps of Ouaddai
27768	Q1231049	García Íñiguez of Pamplona
27769	Q5762	00
27770	Q2751502	Japanese mon
27771	Q268043	Isparta Province
27772	Q34490	Al-Qaeda
27773	Q1258854	Brahui people
27774	Q3695204	'Ole language
27775	Q318974	Vincent of Saragossa
27776	Q847142	Pacific Time Zone
27777	Q8076962	Births in Uttar Pradesh
27778	Q7031648	Thai people
27779	Q2634955	First Swedish Crusade
27780	Q44806	Ukrainians
27781	Q6875666	Misima language
27782	Q7112774	outline of the Philippines
27783	Q622799	Niassa Province
27784	Q8458121	Films shot in Himachal Pradesh
27785	Q466157	Detlev-Rohwedder-Haus
27786	Q770	Friesland
27787	Q198	war
27788	Q619802	Bodélé Depression
27789	Q2936374	Canichana
27790	Q1858	Hanoi
27791	Q17522635	Southern Ngbandi
27792	Q164312	Antonín Švehla
27793	Q3504195	Caramanta
27794	Q3914874	Tyefo language
27795	Q246968	history of Nicaragua
27796	Q11118	Ponorogo
27797	Q7235877	Montenegro
27798	Q8039208	Wuliwuli
27799	Q56279	Cibak
27800	Q19921582	Southern Wee
27801	Q3531514	Tondano
27802	Q7513400	Sihan
27803	Q42944	CERN
27804	Q23304060	Yemen
27805	Q8313404	British Togoland
27806	Q190354	bantustan
27807	Q3915702	Yalgawarra language
27808	Q325380	Stadtholder
27809	Q15891	Litija Municipality
27810	Q6279611	Chinese cash
27811	Q4175531	Енакиевский городской совет
27812	Q700659	Vincent Siew
27813	Q8768648	Nauru
27814	Q3033556	Sanapaná
27815	Q12952568	Sota Kanum
27816	Q542238	Angolan real
27817	Q1992919	culture of Italy
27818	Q60	New York City
27819	Q370966	Joseph Lyons
27820	Q12952768	Sakalava Malagasy
27821	Q9526611	West Ukrainian People's Republic
27822	Q56696	Swampy Cree
27823	Q11732766	Muratayak language
27824	Q24260	Canillo
27825	Q14916896	Mwatebu
27826	Q3953	Republic of Kalmykia
27827	Q152395	Kurpus cristiana
27828	Q6190889	Jhankot Sign Language
27829	Q7975850	Wayanad Chetti
27830	Q2081829	Amir al-Mu'minin
27831	Q317	dictatorship
27832	Q131233	South Tarawa
27833	Q21074781	Yocoboué Dida
27834	Q8879681	United Belgian States
27835	Q33924	Tupiniquim
27836	Q47185282	not-free country
27837	Q16153635	outline of Syria
27838	Q33408	Bắc Ninh
27839	Q34865	Balo
27840	Q935620	Butel Municipality
27841	Q28411804	陝西省
27842	Q12630884	Faire Atta
27843	Q7690594	Tboli
27844	Q3388544	Pima Bajo
27845	Q508804	Sacatepéquez Department
27846	Q7709159	Thai Song
27847	Q3507964	Mantion language
27848	Q25110	Lovrenc na Pohorju Municipality
27849	Q933224	Salima Machamba
27850	Q8278734	Austrian Littoral
27851	Q56598	Judeo-Tripolitanian Arabic
27852	Q12223	Kurds
27853	Q56328	Musey
27854	Q9192	Mandarin Chinese
27855	Q25101068	Latjoor State
27856	Q772	Drenthe
27857	Q160420	Saga Prefecture
27858	Q200686	French Fifth Republic
27859	Q8365551	Deaths in Mauritius
27860	Q1625960	President of Albania
27861	Q3446679	Arikem
27862	Q466216	Ta'izz
27863	Q30946	Kafr el-Sheikh Governorate
27864	Q281109	Estuaire Province
27865	Q1130138	Sipaliwini District
27866	Q5623387	Gweda
27867	Q2669254	Cofán
27868	Q1240193	Micoud Quarter
27869	Q856426	Pristina District
27870	Q25648847	130
27871	Q5948104	Nigerien people
27872	Q3484655	Municipality of Krško
27873	Q82712	Impruneta
27874	Q28229734	San Escobar
27875	Q1892770	North Wales
27876	Q34311	Yoruba
27877	Q2621549	culture of South Africa
27878	Q33339	Guinea-Bissau Creole
27879	Q56577	North Mesopotamian Arabic
27880	Q726993	Cotabato City
27881	Q6897018	Moma
27882	Q24255640	Andhra Pradesh
27883	Q35270	Dompo
27884	Q7103752	Orokaiva language
27885	Q36922	Yankam language
27886	Q3780	Freetown
27887	Q25648811	103
27888	Q8366629	Deaths in Sweden
27889	Q671158	Santa Ana Department
27890	Q152346	Pasquale Paoli
27891	Q80504	Nicolae Ceaușescu
27892	Q3056045	Ere
27893	Q6410324	Kinabalian
27894	Q8134528	Western Liang (Sixteen Kingdoms)
27895	Q650702	florin
27896	Q36007	Midob
27897	Q17183365	Sectarian violence in Iraq (2006–2008)
27898	Q57655	Mohammed bin Rashid Al Maktoum
27899	Q1262719	Ferragosto
27900	Q34992	Annobonese language
27901	Q6605	Sakha Republic
27902	Q3540446	Ushoji language
27903	Q2915457	Al-Sayyid Bedouin Sign Language
27904	Q20709326	John Paul Hammerschmidt Federal Building
27905	Q2042	Charles de Gaulle
27906	Q7692795	Tecpatlán Totonac
27907	Q8177257	Volga Bulgaria
27908	Q35159	Dagaare language
27909	Q701067	Siege of Rhodes
27910	Q34940	Sosi
27911	Q14873405	Liberation from Fascism
27912	Q2574767	Kamba
27913	Q63283489	Kituba (Democratic Republic of Congo) language
27914	Q15925	Trbovlje Municipality
27915	Q1708753	Senegambian languages
27916	Q1361489	Constitution Memorial Day
27917	Q56852	Bisu
27918	Q1151616	stateless nation
27919	Q4275688	Макеевский городской совет
27920	Q1468596	Ad Dhahirah Governorate
27921	Q13373	Lucca
27922	Q459732	Sylhet Division
27923	Q146905	Zangger Committee
27924	Q35681	Karang
27925	Q25158621	Republic of Yucatán
27926	Q25559440	Stodse
27927	Q2604419	Monetary Authority of Brunei Darussalam
27928	Q11878512	Grand Prior's Palace
27929	Q135138	Sahé
27930	Q36960	Wanka Quechua
27931	Q7566816	South Chotanagpur division
27932	Q3304454	Žabljak Municipality
27933	Q3236912	Leti
27934	Q1074341	Rafah Governorate
27935	Q7569754	Southern Catanduanes Bikol
27936	Q696612	Manchukuo yuan
27937	Q56485	Vilamovian
27938	Q12952475	Guntai
27939	Q16594	Montevideo Department
27940	Q8458029	Films shot in Armenia
27941	Q12642164	North Awyu
27942	Q370390	Vuzenica Municipality
27943	Q5310448	Duau
27944	Q8313378	British Somaliland
27945	Q2812224	Russian Constitution of 1937
27946	Q4842178	Bagusa
27947	Q3441683	Bakati’ language
27948	Q8365671	Deaths in Wales
27949	Q6343	Carthage
27950	Q6265393	Göktürks
27951	Q2996307	Khudat
27952	Q12100005	Democratic Government of Albania
27953	Q2371358	Tsamai
27954	Q81483	Levant
27955	Q42351335	الدولة الأيوبية
27956	Q3940	Victoria
27957	Q14330482	Sibel Siber
27958	Q7463297	Births in China
27959	Q12410157	Sephardic law and customs
27960	Q8066599	Zaramo
27961	Q799843	Bagamoyo
27962	Q243616	Preslav
27963	Q27131980	Turkia
27964	Q200048	Kvemo Kartli
27965	Q4941930	Bongu
27966	Q36971	Werni language
27967	Q2072165	Lubāna Municipality
27968	Q477089	Hellenic Parliament
27969	Q4796	Naypyidaw Union Territory
27970	Q5765127	Himarimã
27971	Q578002	Land Mecklenburg
27972	Q56637	Daasanach
27973	Q130881	Hanukkah
27974	Q3007337	culture of Honduras
27975	Q55931142	Maps of Guatemala
27976	Q2299534	Central Bank of Somalia
27977	Q8047041	Yakaikeke
27978	Q82014	Jasminum
27979	Q1386136	Kisela Voda Municipality
27980	Q15357	Buton
27981	Q84132254	Maps of Delhi
27982	Q1377612	European Payments Union
27983	Q36353	Saho
27984	Q503087	Hans Hedtoft
27985	Q9575490	貴州省 (中華民國)
27986	Q33298	Filipino
27987	Q169401	Intermediate-Range Nuclear Forces Treaty
27988	Q7802509	Zaire
27989	Q1285740	Emperor Xuan of Western Liang
27990	Q475689	Parliament of Canada
27991	Q475021	Vlachs
27992	Q56703	Tamahaq language
27993	Q650009	Prevalje Municipality
27994	Q4919327	Biyom
27995	Q476708	Khizi District
27996	Q3107862	Gitxsan
27997	Q6378867	Kaur
27998	Q2046858	geography of the Republic of the Congo
27999	Q61872188	премьер-министр СССР
28000	Q331099	Island of Mozambique
28001	Q42410	Evo Morales
28002	Q56642	Ambakich
28003	Q5885	Tamil
28004	Q16666	Nanjing
28005	Q487389	Lebap Region
28006	Q5529310	Gbantu language
28007	Q208185	Apurímac
28008	Q3392	Nile
28009	Q918153	British Ceylon
28010	Q216996	United Nations Convention on the Law of the Sea
28011	Q6440803	Ksingmul language
28012	Q7482566	Deaths in Paraguay
28013	Q7087606	Mozambican people
28014	Q56438871	Southern division
28015	Q213107	Prime Minister of Belgium
28016	Q16109994	A'ou
28017	Q35381	Colombo
28018	Q7146544	Sikkim
28019	Q3574818	Quioquitani Zapotec
28020	Q36778	Taiwanese Hokkien
28021	Q63425462	xianbei
28022	Q193688	history of Armenia
28023	Q5782401	County of Álava
28024	Q799791	Bafatá
28025	Q948026	Khan Yunis Governorate
28026	Q41423	A Mari Usque Ad Mare
28027	Q25743522	196
28028	Q19605101	Iman, Ittihad, Nazm
28029	Q605787	Tete Province
28030	Q10382	Sumedang
28031	Q17311931	Weimar Republic
28032	Q927993	Vitold Fokin
28033	Q8365510	Deaths in Jamaica
28034	Q66386517	Малая советская энциклопедия, 1936—1947
28035	Q152274	Edvard Beneš
28036	Q80096233	information list
28037	Q713659	Mango
28038	Q1052731	flag of the Tajik Soviet Socialist Republic
28039	Q7558834	Solong
28040	Q3913390	Iyayu
28041	Q1952	Nova Scotia
28042	Q12953534	Gowli
28043	Q244747	Tudela
28044	Q8082305	Births in Hawaii
28045	Q3450433	Baga Sobané
28046	Q10634124	Ottoman Empire
28047	Q7409124	Sambuvaraya
28048	Q3438345	Gengle
28049	Q1186410	Autumnal Equinox Day
28050	Q1375878	Lyantonde District
28051	Q5096	West Papua
28052	Q4873358	Batumi Stadium
28053	Q41446	.fo
28054	Q473996	Eurasian Economic Community
28055	Q4648	Bali
28056	Q36740	Aung San Suu Kyi
28057	Q2656178	geography of Honduras
28058	Q862111	geography of Syria
28059	Q8073519	Births in Somalia
28060	Q33537	Lakota
28061	Q42842	.ye
28062	Q1140136	Ciudad de la Paz
28063	Q7665661	São Paulo Kaingáng
28064	Q45646	Umayyad dynasty
28065	Q42751	Palikir
28066	Q27674235	Kỷ
28067	Q10124392	Kesultanan Bone
28068	Q14614578	Democratic Republic of the Congo
28069	Q11784928	Monarchia stanowa
28070	Q3929	Port Louis
28071	Q5067	Gorontalo
28072	Q1512172	Valtion lentokonetehdas
28073	Q2748196	culture of Croatia
28074	Q3491575	lijst van geclassificeerde monumenten in Luxemburg
28075	Q170461	Azadirachta indica
28076	Q220982	Tristan da Cunha
28077	Q281914	assignat
28078	Q3914902	Kpasam
28079	Q56659	Adjora
28080	Q4869253	Bati language
28081	Q84044440	Maps of Florence
28082	Q601105	Saatly District
28083	Q1950456	Nīca Municipality
28084	Q251062	Czech National Bank
28085	Q821037	Lobaye Prefecture
28086	Q6349988	Kalaamaya
28087	Q1693	North Sea
28088	Q42880	Tyrol
28089	Q19954239	Décès en Uttarakhand
28090	Q8756844	People of the Bosporan Kingdom
28091	Q21091684	Brandenburg-Prussia
28092	Q5121095	Cinta Larga
28093	Q752655	Hail Grenada
28094	Q677173	House of Este
28095	Q33622	Istro-Romanian
28096	Q127167	Western Cape
28097	Q29239480	Bruno Tshibala
28098	Q106605	Coat of arms of Egypt
28099	Q375630	Muharraq Governorate
28100	Q1229921	Kapchorwa District
28101	Q8047849	Yamalele language
28102	Q41295	Basseterre
28103	Q3915508	Peruvian Sign Language
28104	Q819391	DEFA
28105	Q38511	Turku
28106	Q126658	Land der Berge, Land am Strome
28107	Q12953554	Northern Guiyang language
28108	Q1945098	Heritage Day
28109	Q2873211	Awiyaana
28110	Q7585263	Alash Autonomy
28111	Q12953848	Northern Pastaza Quichua
28112	Q201044	Coat of arms of Moldova
28113	Q56586	Wargli language
28114	Q52922	Carl Bildt
28115	Q234713	Övörkhangai Province
28116	Q388224	Shamakhi
28117	Q27861	Plains Apache language
28118	Q1427907	Greater North Borneo languages
28119	Q84103452	Maps of Bengal
28120	Q6583606	Lachi
28121	Q7021846	Ngadjunmaya
28122	Q30945764	Old Yue language
28123	Q15894	Medvode Municipality
28124	Q11445	Malang
28125	Q37112	Gulbarga
28126	Q518210	Wotje Atoll
28127	Q1500063	Louisiana Territory
28128	Q1567141	High-Bailiwick of Hildesheim
28129	Q6975684	Zambia
28130	Q313598	Chiang Ching-kuo
28131	Q2614401	Jewish and democratic state
28132	Q33467	Mam
28133	Q58631963	monarch of Aragon
28134	Q34801	Akpa
28135	Q315526	Bindusara
28136	Q333101	Bank of Japan
28137	Q213893	Negeri Sembilan
28138	Q5450448	Finland-Swedish Sign Language
28139	Q15887898	North Watut
28140	Q7842493	Trinidadian Creole
28141	Q168446	Low Saxon
28142	Q9064897	Noorse koloniale geschiedenis
28143	Q20571902	Xäzär Qağanlığı
28144	Q18288148	Metropolitan City of Florence
28145	Q1003588	francophonie
28146	Q8458183	Films shot in Papua New Guinea
28147	Q3847550	Pangwa
28148	Q56238	Ɓeele
28149	Q21287329	Վրաստան
28150	Q20820609	איטאליה
28151	Q186418	Kunduz Province
28152	Q56447	Berinomo
28153	Q12953698	Cotabato Manobo
28154	Q334923	Abu Bakr
28155	Q16020744	Chairman of the Council of Ministers of Bosnia and Herzegovina
28156	Q486324	Fergana Valley
28157	Q33990	Susu
28158	Q328198	Bank Al-Maghrib
28159	Q49663249	Niue
28160	Q5912372	Hoti
28161	Q7130958	Bolivia
28162	Q6482739	Salvadoran people
